39 44
3 39
100 50
6 11 true
6 12 true
6 13 true
6 14 true
6 15 true
6 16 true
6 17 true
6 18 true
6 19 true
6 20 true
6 21 true
6 22 false
6 23 true
6 24 true
6 25 true
6 26 true
6 27 true
6 28 true
6 29 true
6 30 true
6 31 true
6 32 true
6 33 true
6 34 true
6 35 true
6 36 false
6 37 true
6 38 true
6 39 true
6 40 true
6 41 true
6 42 true
6 43 true
6 44 true
6 45 true
6 46 false
6 47 true
6 48 true
6 49 true
7 0 false
7 1 true
7 2 true
7 3 true
7 4 true
7 5 false
7 6 true
7 7 true
7 8 false
7 9 false
7 10 true
7 11 true
7 12 false
7 13 true
7 14 true
7 15 true
7 16 true
7 17 true
7 18 true
7 19 true
7 20 true
7 21 false
7 22 false
7 23 false
7 24 true
7 25 true
7 26 true
7 27 true
7 28 true
7 29 true
7 30 true
7 31 true
7 32 true
7 33 true
7 34 true
7 35 true
7 36 true
7 37 true
7 38 true
7 39 true
7 40 true
7 41 true
7 42 true
7 43 true
7 44 true
7 45 true
7 46 true
7 47 true
7 48 true
7 49 true
8 0 false
8 1 true
8 2 true
8 3 true
8 4 true
8 5 true
8 6 true
8 7 true
8 8 true
8 9 true
8 10 true
8 11 true
8 12 true
8 13 true
8 14 true
8 15 true
8 16 true
8 17 true
8 18 false
8 19 true
8 20 true
8 21 true
8 22 true
8 23 true
8 24 true
8 25 true
8 26 true
8 27 true
8 28 true
8 29 true
8 30 true
8 31 true
8 32 true
8 33 true
8 34 true
8 35 true
8 36 true
8 37 true
8 38 true
8 39 true
8 40 true
8 41 true
8 42 true
8 43 true
8 44 false
8 45 true
8 46 true
8 47 true
8 48 true
8 49 true
9 0 true
9 1 true
9 2 true
9 3 true
9 4 true
9 5 false
9 6 true
9 7 true
9 8 false
9 9 true
9 10 true
9 11 true
9 12 true
9 13 true
9 14 false
9 15 true
9 16 true
9 17 true
9 18 true
9 19 true
9 20 true
9 21 true
9 22 true
9 23 true
9 24 false
9 25 false
9 26 true
9 27 true
9 28 true
9 29 false
9 30 true
9 31 true
9 32 true
9 33 false
9 34 true
9 35 false
9 36 true
9 37 true
9 38 true
9 39 true
9 40 true
9 41 true
9 42 true
9 43 true
9 44 true
9 45 true
9 46 true
9 47 true
9 48 true
9 49 true
10 0 true
10 1 true
10 2 true
10 3 true
10 4 true
10 5 true
10 6 true
10 7 true
10 8 true
10 9 true
10 10 true
10 11 true
10 12 true
10 13 true
10 14 true
10 15 false
10 16 true
10 17 false
10 18 true
10 19 true
10 20 false
10 21 true
10 22 true
10 23 true
10 24 true
10 25 true
10 26 true
10 27 true
10 28 true
10 29 true
10 30 true
10 31 true
10 32 true
10 33 true
10 34 true
10 35 true
10 36 false
10 37 false
10 38 true
10 39 true
10 40 true
10 41 true
10 42 true
10 43 true
10 44 true
10 45 true
10 46 true
10 47 true
10 48 true
10 49 true
11 0 true
11 1 true
11 2 true
11 3 true
11 4 true
11 5 true
11 6 true
11 7 true
11 8 true
11 9 true
11 10 true
11 11 true
11 12 true
11 13 true
11 14 true
11 15 true
11 16 false
11 17 false
11 18 true
11 19 true
11 20 true
11 21 true
11 22 true
11 23 true
11 24 true
11 25 true
11 26 true
11 27 true
11 28 true
11 29 true
11 30 true
11 31 true
11 32 true
11 33 true
11 34 true
11 35 true
11 36 true
11 37 true
11 38 true
11 39 true
11 40 true
11 41 true
11 42 true
11 43 true
11 44 true
11 45 false
11 46 true
11 47 true
11 48 true
11 49 true
12 0 true
12 1 true
12 2 true
12 3 true
12 4 false
12 5 true
12 6 true
12 7 false
12 8 true
12 9 true
12 10 true
12 11 false
12 12 true
12 13 true
12 14 true
12 15 true
12 16 true
12 17 true
12 18 true
12 19 true
12 20 true
12 21 true
12 22 true
12 23 true
12 24 true
12 25 true
12 26 true
12 27 true
12 28 true
12 29 true
12 30 true
12 31 true
12 32 true
12 33 true
12 34 true
12 35 true
12 36 true
12 37 true
12 38 true
12 39 false
12 40 true
12 41 true
12 42 false
12 43 true
12 44 true
12 45 true
12 46 true
12 47 true
12 48 true
12 49 true
13 0 true
13 1 true
13 2 true
13 3 true
13 4 false
13 5 true
13 6 true
13 7 true
13 8 true
13 9 false
13 10 true
13 11 false
13 12 true
13 13 false
13 14 false
13 15 true
13 16 true
13 17 true
13 18 true
13 19 false
13 20 false
13 21 true
13 22 true
13 23 true
13 24 true
13 25 true
13 26 true
13 27 true
13 28 true
13 29 true
13 30 true
13 31 false
13 32 false
13 33 true
13 34 true
13 35 true
13 36 true
13 37 true
13 38 true
13 39 true
13 40 true
13 41 true
13 42 true
13 43 true
13 44 true
13 45 true
13 46 true
13 47 true
13 48 true
13 49 true
14 0 true
14 1 true
14 2 true
14 3 true
14 4 true
14 5 true
14 6 true
14 7 true
14 8 true
14 9 true
14 10 true
14 11 true
14 12 true
14 13 true
14 14 true
14 15 true
14 16 true
14 17 false
14 18 true
14 19 true
14 20 true
14 21 true
14 22 true
14 23 true
14 24 true
14 25 true
14 26 true
14 27 true
14 28 true
14 29 true
14 30 false
14 31 true
14 32 true
14 33 true
14 34 false
14 35 true
14 36 true
14 37 true
14 38 true
14 39 true
14 40 false
14 41 true
14 42 false
14 43 true
14 44 true
14 45 false
14 46 true
14 47 true
14 48 true
14 49 true
15 0 true
15 1 true
15 2 true
15 3 true
15 4 true
15 5 true
15 6 true
15 7 true
15 8 true
15 9 true
15 10 true
15 11 false
15 12 true
15 13 true
15 14 true
15 15 false
15 16 true
15 17 true
15 18 true
15 19 true
15 20 true
15 21 true
15 22 false
15 23 false
15 24 true
15 25 false
15 26 true
15 27 true
15 28 true
15 29 false
15 30 true
15 31 true
15 32 true
15 33 true
15 34 true
15 35 true
15 36 true
15 37 true
15 38 true
15 39 true
15 40 true
15 41 true
15 42 true
15 43 true
15 44 true
15 45 true
15 46 true
15 47 false
15 48 true
15 49 true
16 0 true
16 1 true
16 2 true
16 3 false
16 4 true
16 5 true
16 6 true
16 7 true
16 8 true
16 9 true
16 10 true
16 11 true
16 12 true
16 13 true
16 14 true
16 15 true
16 16 true
16 17 true
16 18 true
16 19 true
16 20 true
16 21 true
16 22 true
16 23 true
16 24 true
16 25 true
16 26 true
16 27 true
16 28 true
16 29 true
16 30 true
16 31 true
16 32 false
16 33 true
16 34 true
16 35 true
16 36 true
16 37 true
16 38 true
16 39 true
16 40 true
16 41 true
16 42 true
16 43 true
16 44 true
16 45 true
16 46 true
16 47 false
16 48 true
16 49 true
17 0 true
17 1 true
17 2 true
17 3 true
17 4 true
17 5 true
17 6 true
17 7 true
17 8 false
17 9 true
17 10 true
17 11 true
17 12 true
17 13 true
17 14 false
17 15 true
17 16 true
17 17 true
17 18 false
17 19 true
17 20 false
17 21 true
17 22 false
17 23 true
17 24 true
17 25 true
17 26 true
17 27 true
17 28 true
17 29 true
17 30 false
17 31 true
17 32 true
17 33 true
17 34 true
17 35 false
17 36 true
17 37 true
17 38 true
17 39 true
17 40 true
17 41 true
17 42 true
17 43 true
17 44 true
17 45 true
17 46 true
17 47 true
17 48 true
17 49 true
18 0 true
18 1 true
18 2 true
18 3 true
18 4 true
18 5 true
18 6 true
18 7 true
18 8 true
18 9 true
18 10 true
18 11 true
18 12 true
18 13 true
18 14 true
18 15 true
18 16 true
18 17 true
18 18 true
18 19 true
18 20 true
18 21 true
18 22 true
18 23 true
18 24 true
18 25 true
18 26 true
18 27 true
18 28 true
18 29 true
18 30 false
18 31 true
18 32 true
18 33 true
18 34 true
18 35 true
18 36 true
18 37 true
18 38 true
18 39 true
18 40 true
18 41 true
18 42 false
18 43 true
18 44 true
18 45 true
18 46 true
18 47 true
18 48 true
18 49 true
19 0 true
19 1 true
19 2 true
19 3 true
19 4 true
19 5 true
19 6 true
19 7 true
19 8 true
19 9 true
19 10 true
19 11 true
19 12 true
19 13 true
19 14 true
19 15 true
19 16 true
19 17 true
19 18 false
19 19 true
19 20 true
19 21 true
19 22 true
19 23 false
19 24 true
19 25 true
19 26 true
19 27 true
19 28 true
19 29 false
19 30 true
19 31 true
19 32 true
19 33 true
19 34 true
19 35 true
19 36 true
19 37 false
19 38 true
19 39 true
19 40 true
19 41 false
19 42 true
19 43 true
19 44 true
19 45 true
19 46 true
19 47 true
19 48 true
19 49 true
20 0 true
20 1 true
20 2 false
20 3 true
20 4 true
20 5 true
20 6 true
20 7 true
20 8 true
20 9 true
20 10 true
20 11 true
20 12 true
20 13 true
20 14 true
20 15 true
20 16 true
20 17 true
20 18 true
20 19 true
20 20 true
20 21 true
20 22 false
20 23 true
20 24 true
20 25 true
20 26 true
20 27 true
20 28 true
20 29 true
20 30 true
20 31 true
20 32 true
20 33 true
20 34 false
20 35 true
20 36 true
20 37 true
20 38 true
20 39 true
20 40 true
20 41 true
20 42 true
20 43 true
20 44 false
20 45 true
20 46 true
20 47 true
20 48 true
20 49 true
21 0 true
21 1 true
21 2 true
21 3 true
21 4 true
21 5 true
21 6 true
21 7 true
21 8 true
21 9 true
21 10 true
21 11 true
21 12 false
21 13 true
21 14 true
21 15 true
21 16 false
21 17 true
21 18 true
21 19 true
21 20 true
21 21 true
21 22 true
21 23 true
21 24 true
21 25 false
21 26 true
21 27 true
21 28 true
21 29 true
21 30 true
21 31 true
21 32 false
21 33 true
21 34 true
21 35 true
21 36 true
21 37 true
21 38 true
21 39 true
21 40 true
21 41 true
21 42 true
21 43 true
21 44 true
21 45 true
21 46 true
21 47 true
21 48 true
21 49 true
22 0 true
22 1 false
22 2 false
22 3 true
22 4 true
22 5 true
22 6 true
22 7 true
22 8 true
22 9 true
22 10 true
22 11 true
22 12 true
22 13 true
22 14 true
22 15 true
22 16 false
22 17 true
22 18 true
22 19 true
22 20 true
22 21 true
22 22 true
22 23 true
22 24 true
22 25 true
22 26 true
22 27 true
22 28 true
22 29 true
22 30 true
22 31 true
22 32 true
22 33 true
22 34 true
22 35 true
22 36 true
22 37 true
22 38 true
22 39 true
22 40 true
22 41 true
22 42 true
22 43 true
22 44 true
22 45 true
22 46 true
22 47 true
22 48 true
22 49 true
23 0 true
23 1 true
23 2 true
23 3 true
23 4 true
23 5 true
23 6 false
23 7 true
23 8 true
23 9 true
23 10 true
23 11 false
23 12 true
23 13 false
23 14 true
23 15 true
23 16 true
23 17 true
23 18 true
23 19 true
23 20 true
23 21 true
23 22 true
23 23 false
23 24 true
23 25 true
23 26 true
23 27 false
23 28 true
23 29 true
23 30 true
23 31 true
23 32 true
23 33 true
23 34 true
23 35 false
23 36 true
23 37 true
23 38 true
23 39 true
23 40 true
23 41 false
23 42 true
23 43 true
23 44 true
23 45 true
23 46 false
23 47 true
23 48 true
23 49 true
24 0 true
24 1 true
24 2 false
24 3 true
24 4 true
24 5 true
24 6 true
24 7 true
24 8 true
24 9 true
24 10 true
24 11 true
24 12 true
24 13 true
24 14 true
24 15 true
24 16 true
24 17 true
24 18 true
24 19 true
24 20 true
24 21 true
24 22 true
24 23 true
24 24 true
24 25 true
24 26 true
24 27 true
24 28 true
24 29 true
24 30 false
24 31 true
24 32 false
24 33 false
24 34 true
24 35 true
24 36 false
24 37 true
24 38 true
24 39 false
24 40 true
24 41 true
24 42 true
24 43 true
24 44 true
24 45 false
24 46 false
24 47 true
24 48 true
24 49 false
25 0 true
25 1 true
25 2 true
25 3 true
25 4 true
25 5 true
25 6 true
25 7 true
25 8 true
25 9 true
25 10 false
25 11 false
25 12 true
25 13 true
25 14 true
25 15 true
25 16 true
25 17 true
25 18 true
25 19 true
25 20 true
25 21 true
25 22 true
25 23 true
25 24 true
25 25 true
25 26 true
25 27 true
25 28 true
25 29 true
25 30 true
25 31 true
25 32 true
25 33 true
25 34 true
25 35 true
25 36 true
25 37 true
25 38 true
25 39 true
25 40 true
25 41 false
25 42 true
25 43 true
25 44 true
25 45 true
25 46 true
25 47 true
25 48 false
25 49 true
26 0 true
26 1 true
26 2 true
26 3 false
26 4 true
26 5 true
26 6 true
26 7 true
26 8 true
26 9 true
26 10 true
26 11 true
26 12 true
26 13 true
26 14 true
26 15 true
26 16 true
26 17 true
26 18 false
26 19 true
26 20 true
26 21 true
26 22 true
26 23 true
26 24 true
26 25 true
26 26 true
26 27 true
26 28 true
26 29 true
26 30 true
26 31 true
26 32 false
26 33 true
26 34 true
26 35 true
26 36 true
26 37 true
26 38 true
26 39 true
26 40 true
26 41 true
26 42 true
26 43 true
26 44 true
26 45 true
26 46 true
26 47 true
26 48 true
26 49 true
27 0 true
27 1 true
27 2 true
27 3 true
27 4 true
27 5 true
27 6 true
27 7 true
27 8 true
27 9 true
27 10 false
27 11 true
27 12 false
27 13 true
27 14 true
27 15 true
27 16 true
27 17 true
27 18 true
27 19 true
27 20 true
27 21 true
27 22 false
27 23 true
27 24 true
27 25 true
27 26 true
27 27 true
27 28 true
27 29 true
27 30 true
27 31 false
27 32 true
27 33 true
27 34 true
27 35 true
27 36 true
27 37 true
27 38 true
27 39 true
27 40 true
27 41 true
27 42 true
27 43 true
27 44 true
27 45 true
27 46 true
27 47 true
27 48 true
27 49 true
28 0 true
28 1 true
28 2 true
28 3 true
28 4 true
28 5 true
28 6 true
28 7 true
28 8 true
28 9 false
28 10 true
28 11 true
28 12 true
28 13 true
28 14 true
28 15 true
28 16 true
28 17 true
28 18 true
28 19 true
28 20 true
28 21 true
28 22 true
28 23 true
28 24 true
28 25 false
28 26 false
28 27 true
28 28 true
28 29 true
28 30 true
28 31 true
28 32 true
28 33 true
28 34 true
28 35 true
28 36 true
28 37 true
28 38 true
28 39 true
28 40 true
28 41 true
28 42 true
28 43 true
28 44 true
28 45 true
28 46 true
28 47 true
28 48 true
28 49 true
29 0 true
29 1 true
29 2 false
29 3 true
29 4 true
29 5 true
29 6 true
29 7 true
29 8 true
29 9 true
29 10 true
29 11 true
29 12 true
29 13 true
29 14 true
29 15 false
29 16 true
29 17 true
29 18 true
29 19 true
29 20 true
29 21 true
29 22 true
29 23 true
29 24 true
29 25 true
29 26 true
29 27 true
29 28 false
29 29 true
29 30 true
29 31 true
29 32 true
29 33 true
29 34 true
29 35 true
29 36 true
29 37 true
29 38 true
29 39 true
29 40 true
29 41 true
29 42 true
29 43 true
29 44 true
29 45 true
29 46 true
29 47 true
29 48 true
29 49 true
30 0 false
30 1 false
30 2 false
30 3 true
30 4 true
30 5 false
30 6 true
30 7 true
30 8 false
30 9 true
30 10 false
30 11 true
30 12 true
30 13 true
30 14 true
30 15 true
30 16 true
30 17 true
30 18 true
30 19 true
30 20 true
30 21 true
30 22 true
30 23 false
30 24 true
30 25 true
30 26 true
30 27 true
30 28 true
30 29 true
30 30 true
30 31 true
30 32 true
30 33 true
30 34 true
30 35 true
30 36 true
30 37 true
30 38 true
30 39 true
30 40 true
30 41 true
30 42 true
30 43 true
30 44 true
30 45 true
30 46 true
30 47 true
30 48 true
30 49 true
31 0 true
31 1 false
31 2 true
31 3 false
31 4 true
31 5 true
31 6 true
31 7 true
31 8 true
31 9 true
31 10 false
31 11 true
31 12 true
31 13 true
31 14 false
31 15 true
31 16 true
31 17 false
31 18 true
31 19 true
31 20 true
31 21 true
31 22 true
31 23 false
31 24 true
31 25 true
31 26 true
31 27 true
31 28 true
31 29 true
31 30 true
31 31 true
31 32 true
31 33 false
31 34 true
31 35 true
31 36 true
31 37 true
31 38 true
31 39 true
31 40 true
31 41 true
31 42 true
31 43 true
31 44 true
31 45 true
31 46 true
31 47 true
31 48 true
31 49 true
32 0 true
32 1 true
32 2 true
32 3 true
32 4 true
32 5 true
32 6 false
32 7 true
32 8 true
32 9 true
32 10 true
32 11 true
32 12 true
32 13 false
32 14 true
32 15 true
32 16 true
32 17 true
32 18 true
32 19 true
32 20 false
32 21 true
32 22 true
32 23 true
32 24 true
32 25 true
32 26 true
32 27 false
32 28 true
32 29 true
32 30 true
32 31 true
32 32 true
32 33 true
32 34 true
32 35 true
32 36 false
32 37 true
32 38 true
32 39 true
32 40 true
32 41 true
32 42 true
32 43 true
32 44 true
32 45 false
32 46 true
32 47 true
32 48 true
32 49 true
33 0 true
33 1 true
33 2 true
33 3 true
33 4 true
33 5 true
33 6 true
33 7 true
33 8 true
33 9 true
33 10 true
33 11 true
33 12 true
33 13 true
33 14 true
33 15 true
33 16 true
33 17 true
33 18 true
33 19 false
33 20 true
33 21 true
33 22 true
33 23 true
33 24 true
33 25 true
33 26 true
33 27 true
33 28 true
33 29 true
33 30 true
33 31 true
33 32 false
33 33 true
33 34 true
33 35 false
33 36 true
33 37 true
33 38 true
33 39 true
33 40 true
33 41 true
33 42 false
33 43 true
33 44 true
33 45 true
33 46 true
33 47 true
33 48 true
33 49 true
34 0 true
34 1 true
34 2 true
34 3 true
34 4 true
34 5 false
34 6 true
34 7 true
34 8 true
34 9 true
34 10 false
34 11 true
34 12 true
34 13 true
34 14 true
34 15 true
34 16 false
34 17 true
34 18 true
34 19 true
34 20 true
34 21 true
34 22 true
34 23 true
34 24 false
34 25 true
34 26 true
34 27 true
34 28 false
34 29 true
34 30 false
34 31 true
34 32 true
34 33 true
34 34 true
34 35 true
34 36 true
34 37 true
34 38 true
34 39 true
34 40 true
34 41 true
34 42 true
34 43 false
34 44 true
34 45 false
34 46 true
34 47 true
34 48 true
34 49 true
35 0 true
35 1 true
35 2 true
35 3 true
35 4 true
35 5 true
35 6 true
35 7 true
35 8 true
35 9 true
35 10 false
35 11 true
35 12 true
35 13 true
35 14 true
35 15 true
35 16 false
35 17 true
35 18 true
35 19 true
35 20 true
35 21 true
35 22 true
35 23 true
35 24 true
35 25 true
35 26 true
35 27 true
35 28 true
35 29 true
35 30 true
35 31 true
35 32 true
35 33 true
35 34 true
35 35 true
35 36 true
35 37 false
35 38 true
35 39 true
35 40 true
35 41 true
35 42 true
35 43 true
35 44 true
35 45 true
35 46 true
35 47 false
35 48 true
35 49 true
36 0 true
36 1 true
36 2 true
36 3 true
36 4 true
36 5 false
36 6 true
36 7 false
36 8 true
36 9 true
36 10 false
36 11 false
36 12 true
36 13 false
36 14 false
36 15 true
36 16 true
36 17 false
36 18 true
36 19 true
36 20 true
36 21 true
36 22 true
36 23 true
36 24 true
36 25 true
36 26 true
36 27 true
36 28 true
36 29 true
36 30 true
36 31 true
36 32 true
36 33 true
36 34 true
36 35 true
36 36 true
36 37 true
36 38 true
36 39 true
36 40 true
36 41 true
36 42 true
36 43 false
36 44 true
36 45 true
36 46 true
36 47 false
36 48 true
36 49 true
37 0 true
37 1 true
37 2 true
37 3 true
37 4 true
37 5 false
37 6 true
37 7 false
37 8 true
37 9 true
37 10 true
37 11 true
37 12 true
37 13 true
37 14 true
37 15 true
37 16 true
37 17 true
37 18 true
37 19 false
37 20 true
37 21 true
37 22 true
37 23 true
37 24 true
37 25 true
37 26 true
37 27 true
37 28 true
37 29 false
37 30 true
37 31 true
37 32 true
37 33 true
37 34 true
37 35 true
37 36 true
37 37 true
37 38 true
37 39 true
37 40 true
37 41 true
37 42 true
37 43 false
37 44 true
37 45 true
37 46 true
37 47 true
37 48 true
37 49 true
38 0 true
38 1 true
38 2 true
38 3 true
38 4 true
38 5 true
38 6 true
38 7 true
38 8 true
38 9 true
38 10 true
38 11 false
38 12 true
38 13 true
38 14 true
38 15 true
38 16 false
38 17 true
38 18 true
38 19 false
38 20 true
38 21 false
38 22 true
38 23 true
38 24 true
38 25 true
38 26 true
38 27 true
38 28 true
38 29 true
38 30 true
38 31 true
38 32 true
38 33 false
38 34 true
38 35 false
38 36 true
38 37 true
38 38 true
38 39 true
38 40 false
38 41 true
38 42 true
38 43 true
38 44 false
38 45 true
38 46 true
38 47 false
38 48 true
38 49 false
39 0 true
39 1 true
39 2 true
39 3 true
39 4 false
39 5 true
39 6 true
39 7 true
39 8 false
39 9 true
39 10 false
39 11 true
39 12 true
39 13 true
39 14 true
39 15 true
39 16 true
39 17 true
39 18 true
39 19 false
39 20 true
39 21 false
39 22 true
39 23 true
39 24 true
39 25 true
39 26 true
39 27 true
39 28 true
39 29 false
39 30 false
39 31 true
39 32 true
39 33 true
39 34 false
39 35 true
39 36 true
39 37 true
39 38 true
39 39 true
39 40 true
39 41 true
39 42 true
39 43 true
39 44 true
39 45 true
39 46 true
39 47 true
39 48 true
39 49 true
40 0 true
40 1 true
40 2 true
40 3 true
40 4 true
40 5 true
40 6 true
40 7 false
40 8 true
40 9 true
40 10 false
40 11 true
40 12 true
40 13 true
40 14 true
40 15 true
40 16 true
40 17 true
40 18 true
40 19 false
40 20 true
40 21 true
40 22 true
40 23 true
40 24 true
40 25 true
40 26 true
40 27 true
40 28 true
40 29 true
40 30 true
40 31 true
40 32 false
40 33 false
40 34 true
40 35 true
40 36 true
40 37 false
40 38 true
40 39 true
40 40 true
40 41 true
40 42 true
40 43 true
40 44 true
40 45 true
40 46 true
40 47 true
40 48 true
40 49 true
41 0 true
41 1 true
41 2 false
41 3 true
41 4 true
41 5 true
41 6 false
41 7 true
41 8 true
41 9 true
41 10 true
41 11 false
41 12 true
41 13 true
41 14 true
41 15 true
41 16 true
41 17 false
41 18 true
41 19 false
41 20 true
41 21 true
41 22 true
41 23 true
41 24 true
41 25 true
41 26 true
41 27 true
41 28 true
41 29 true
41 30 true
41 31 true
41 32 true
41 33 true
41 34 true
41 35 false
41 36 true
41 37 true
41 38 true
41 39 true
41 40 true
41 41 true
41 42 true
41 43 true
41 44 true
41 45 true
41 46 true
41 47 true
41 48 true
41 49 true
42 0 true
42 1 true
42 2 true
42 3 true
42 4 true
42 5 true
42 6 true
42 7 true
42 8 true
42 9 true
42 10 true
42 11 false
42 12 true
42 13 true
42 14 true
42 15 true
42 16 true
42 17 true
42 18 true
42 19 false
42 20 true
42 21 true
42 22 true
42 23 true
42 24 true
42 25 true
42 26 true
42 27 true
42 28 true
42 29 true
42 30 true
42 31 true
42 32 true
42 33 true
42 34 true
42 35 true
42 36 true
42 37 true
42 38 false
42 39 false
42 40 true
42 41 true
42 42 false
42 43 true
42 44 false
42 45 true
42 46 true
42 47 false
42 48 true
42 49 true
43 0 true
43 1 true
43 2 true
43 3 true
43 4 true
43 5 true
43 6 true
43 7 true
43 8 true
43 9 true
43 10 true
43 11 true
43 12 true
43 13 true
43 14 false
43 15 true
43 16 true
43 17 true
43 18 true
43 19 true
43 20 true
43 21 true
43 22 false
43 23 false
43 24 true
43 25 true
43 26 true
43 27 false
43 28 true
43 29 true
43 30 true
43 31 true
43 32 true
43 33 true
43 34 true
43 35 false
43 36 true
43 37 false
43 38 true
43 39 true
43 40 true
43 41 false
43 42 true
43 43 true
43 44 true
43 45 true
43 46 true
43 47 true
43 48 true
43 49 true
44 0 true
44 1 true
44 2 true
44 3 true
44 4 true
44 5 true
44 6 true
44 7 true
44 8 true
44 9 true
44 10 true
44 11 true
44 12 true
44 13 true
44 14 false
44 15 true
44 16 true
44 17 true
44 18 false
44 19 true
44 20 true
44 21 true
44 22 true
44 23 true
44 24 true
44 25 false
44 26 true
44 27 true
44 28 true
44 29 false
44 30 true
44 31 false
44 32 true
44 33 true
44 34 true
44 35 true
44 36 true
44 37 true
44 38 false
44 39 true
44 40 true
44 41 true
44 42 true
44 43 true
44 44 true
44 45 true
44 46 true
44 47 true
44 48 true
44 49 true
45 0 true
45 1 true
45 2 true
45 3 true
45 4 true
45 5 true
45 6 false
45 7 true
45 8 true
45 9 true
45 10 true
45 11 true
45 12 true
45 13 false
45 14 true
45 15 true
45 16 true
45 17 true
45 18 true
45 19 true
45 20 true
45 21 true
45 22 true
45 23 true
45 24 true
45 25 false
45 26 true
45 27 true
45 28 true
45 29 true
45 30 true
45 31 true
45 32 true
45 33 false
45 34 true
45 35 true
45 36 true
45 37 true
45 38 true
45 39 true
45 40 true
45 41 true
45 42 true
45 43 true
45 44 true
45 45 false
45 46 true
45 47 true
45 48 true
45 49 true
46 0 true
46 1 true
46 2 true
46 3 true
46 4 true
46 5 true
46 6 true
46 7 true
46 8 true
46 9 true
46 10 true
46 11 true
46 12 true
46 13 true
46 14 true
46 15 true
46 16 true
46 17 true
46 18 true
46 19 true
46 20 true
46 21 true
46 22 true
46 23 true
46 24 true
46 25 true
46 26 true
46 27 true
46 28 true
